job_id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,required_skills,certifications,posting_date,current_job_openings,required_qualifications,industry_demand,hiring_trends,candidate_profiles,recruitment_timelines
168,2022,SE,FT,Security Specialist,177600,USD,177600,US,100,US,L,"Azure, SOC",CEH,2022-06-17,78,Bachelor's Degree,Low,Growing,Experienced,Moderate
169,2022,SE,FT,Security Specialist,131300,USD,131300,US,100,US,L,"AWS, Kubernetes",CISSP,2022-06-18,26,Experience-Based,Low,Growing,Mixed,Slow
170,2022,SE,FT,Security Engineer,120000,USD,120000,US,100,US,M,Network Security,AWS Security,2022-06-19,87,Experience-Based,Medium,Declining,Entry-Level,Fast
171,2022,SE,FT,Security Engineer,90000,USD,90000,US,100,US,M,"AWS, Kubernetes",CISSP,2022-06-20,69,Bachelor's Degree,High,Growing,Mixed,Moderate
172,2022,MI,FT,Security Engineer,145000,USD,145000,US,100,US,M,"AWS, Kubernetes",None,2022-06-21,68,Experience-Based,Low,Stable,Entry-Level,Moderate
173,2022,MI,FT,Security Engineer,105400,USD,105400,US,100,US,M,"Python, Security+",CISSP,2022-06-22,75,Bachelor's Degree,High,Declining,Experienced,Slow
174,2022,SE,FT,Security Engineer,220000,USD,220000,US,0,US,M,Network Security,CISSP,2022-06-23,8,Experience-Based,Medium,Stable,Entry-Level,Fast
175,2022,SE,FT,Security Engineer,140000,USD,140000,US,0,US,M,Network Security,None,2022-06-24,69,Bachelor's Degree,Low,Declining,Mixed,Fast
176,2022,SE,FT,Security Engineer,175000,USD,175000,US,100,US,M,"Python, Security+",CEH,2022-06-25,19,Master's Degree,Low,Growing,Mixed,Fast
177,2022,SE,FT,Security Engineer,130000,USD,130000,US,100,US,M,"Azure, SOC",CEH,2022-06-26,80,Experience-Based,Low,Growing,Mixed,Fast
178,2022,EN,PT,Security Consultant,20000,EUR,21651,DE,100,DE,M,"AWS, Kubernetes",CEH,2022-06-27,26,Master's Degree,High,Growing,Mixed,Slow
179,2022,SE,FT,Application Security Engineer,60000,USD,60000,PK,100,US,M,None,AWS Security,2022-06-28,90,Experience-Based,Medium,Stable,Mixed,Moderate
180,2022,EN,PT,Penetration Tester,80000,USD,80000,IN,100,US,L,"AWS, Kubernetes",None,2022-06-29,51,Experience-Based,High,Declining,Entry-Level,Moderate
181,2022,MI,FT,Detection Engineer,200100,USD,200100,US,100,US,M,"AWS, Kubernetes",None,2022-06-30,85,Certification Only,Low,Stable,Mixed,Fast
182,2022,MI,FT,Detection Engineer,160080,USD,160080,US,100,US,M,"Azure, SOC",CISSP,2022-07-01,97,Bachelor's Degree,Medium,Declining,Experienced,Fast
183,2022,MI,FT,Security Consultant,135000,USD,135000,US,100,US,M,"AWS, Kubernetes",AWS Security,2022-07-02,50,Master's Degree,Low,Growing,Mixed,Fast
184,2022,MI,FT,Security Consultant,100000,USD,100000,US,100,US,M,"Python, Security+",CEH,2022-07-03,18,Master's Degree,Low,Stable,Entry-Level,Moderate
185,2022,SE,FT,Security Engineer,195000,USD,195000,US,100,US,M,"Python, Security+",AWS Security,2022-07-04,54,Master's Degree,High,Growing,Mixed,Moderate
186,2022,SE,FT,Security Engineer,170000,USD,170000,US,100,US,M,Network Security,None,2022-07-05,24,Bachelor's Degree,Low,Stable,Mixed,Fast
187,2022,MI,FT,Security Engineer,108070,USD,108070,US,100,US,M,None,None,2022-07-06,54,Certification Only,Medium,Growing,Entry-Level,Slow
188,2022,MI,FT,Security Engineer,91860,USD,91860,US,100,US,M,"AWS, Kubernetes",CISSP,2022-07-07,37,Master's Degree,Low,Stable,Mixed,Moderate
189,2022,SE,FT,Security Specialist,207800,USD,207800,US,100,US,L,"AWS, Kubernetes",CISSP,2022-07-08,63,Bachelor's Degree,Low,Stable,Entry-Level,Moderate
190,2022,SE,FT,Security Specialist,153600,USD,153600,US,100,US,L,"Azure, SOC",None,2022-07-09,47,Experience-Based,High,Declining,Mixed,Fast
191,2022,MI,FT,Security Analyst,102600,USD,102600,US,100,US,M,"Python, Security+",CEH,2022-07-10,83,Master's Degree,Medium,Growing,Experienced,Slow
192,2022,MI,FT,Security Analyst,82080,USD,82080,US,100,US,M,None,CEH,2022-07-11,16,Master's Degree,High,Declining,Mixed,Fast
193,2022,MI,FT,Security Engineer,160000,USD,160000,US,0,US,M,Network Security,AWS Security,2022-07-12,44,Certification Only,Low,Declining,Entry-Level,Fast
194,2022,MI,FT,Security Engineer,110000,USD,110000,US,0,US,M,"Python, Security+",None,2022-07-13,24,Master's Degree,High,Growing,Experienced,Slow
195,2022,MI,FT,Security Engineer,140000,EUR,151562,FR,100,FR,M,Network Security,None,2022-07-14,98,Master's Degree,High,Stable,Entry-Level,Slow
196,2022,MI,FT,Security Engineer,100000,EUR,108258,FR,100,FR,M,"Azure, SOC",CEH,2022-07-15,42,Experience-Based,High,Declining,Mixed,Slow
197,2022,MI,FT,IT Security Manager,120000,EUR,129910,FR,100,FR,M,"Azure, SOC",CEH,2022-07-16,7,Bachelor's Degree,High,Growing,Experienced,Moderate
198,2022,MI,FT,IT Security Manager,80000,EUR,86607,FR,100,FR,M,"AWS, Kubernetes",None,2022-07-17,32,Bachelor's Degree,Low,Stable,Entry-Level,Fast
199,2022,MI,FT,Security Engineer,180000,EUR,194866,US,100,US,M,None,CISSP,2022-07-18,60,Certification Only,Low,Declining,Experienced,Moderate
200,2022,MI,FT,Security Engineer,140000,EUR,151562,US,100,US,M,Network Security,None,2022-07-19,94,Experience-Based,Medium,Declining,Experienced,Slow
201,2022,EX,FT,Information Security Officer,240000,EUR,259821,US,100,US,M,"Python, Security+",None,2022-07-20,98,Bachelor's Degree,High,Declining,Entry-Level,Moderate
202,2022,EX,FT,Information Security Officer,180000,EUR,194866,US,100,US,M,"Azure, SOC",CEH,2022-07-21,17,Experience-Based,High,Stable,Experienced,Slow
203,2022,MI,FT,DevSecOps Engineer,152000,USD,152000,US,0,US,M,"AWS, Kubernetes",CEH,2022-07-22,81,Bachelor's Degree,Medium,Declining,Entry-Level,Slow
204,2022,MI,FT,DevSecOps Engineer,91000,USD,91000,US,0,US,M,"AWS, Kubernetes",CISSP,2022-07-23,70,Experience-Based,High,Stable,Experienced,Fast
205,2022,MI,FT,Detection Engineer,200100,USD,200100,US,100,US,M,Network Security,CISSP,2022-07-24,41,Certification Only,Medium,Declining,Experienced,Fast
206,2022,MI,FT,Detection Engineer,160080,USD,160080,US,100,US,M,"Azure, SOC",AWS Security,2022-07-25,53,Master's Degree,Low,Growing,Experienced,Fast
207,2022,MI,FT,Security Analyst,193800,USD,193800,US,100,US,M,None,None,2022-07-26,70,Certification Only,Medium,Declining,Mixed,Moderate
208,2022,MI,FT,Security Analyst,62000,USD,62000,US,100,US,M,"Azure, SOC",CEH,2022-07-27,40,Bachelor's Degree,High,Growing,Mixed,Fast
209,2022,SE,FT,Security Engineer,160000,USD,160000,US,100,US,L,Network Security,CISSP,2022-07-28,58,Certification Only,Medium,Growing,Entry-Level,Slow
210,2022,SE,FT,Security Engineer,120000,USD,120000,US,100,US,L,Network Security,AWS Security,2022-07-29,30,Master's Degree,Low,Growing,Experienced,Fast
211,2022,SE,FT,Security Engineer,192400,USD,192400,US,100,US,M,"Azure, SOC",AWS Security,2022-07-30,79,Certification Only,High,Stable,Entry-Level,Moderate
212,2022,SE,FT,Security Engineer,90700,USD,90700,US,100,US,M,Network Security,CEH,2022-07-31,76,Bachelor's Degree,Low,Growing,Mixed,Fast
213,2022,SE,FT,Security Analyst,150260,USD,150260,US,100,US,M,"Azure, SOC",CEH,2022-08-01,44,Bachelor's Degree,Low,Declining,Mixed,Fast
214,2022,SE,FT,Security Analyst,109280,USD,109280,US,100,US,M,"Python, Security+",AWS Security,2022-08-02,47,Certification Only,Medium,Stable,Mixed,Fast
215,2022,SE,FT,Penetration Tester,175000,USD,175000,US,0,US,M,"Azure, SOC",CISSP,2022-08-03,26,Master's Degree,Low,Growing,Mixed,Moderate
216,2022,SE,FT,Penetration Tester,90000,USD,90000,US,0,US,M,"Azure, SOC",AWS Security,2022-08-04,24,Certification Only,High,Stable,Entry-Level,Slow
217,2022,SE,FT,Security Engineer,200100,USD,200100,US,100,US,M,Network Security,None,2022-08-05,12,Master's Degree,Low,Stable,Experienced,Slow
218,2022,SE,FT,Security Engineer,160080,USD,160080,US,100,US,M,Network Security,None,2022-08-06,33,Experience-Based,Low,Stable,Entry-Level,Slow
219,2022,SE,FT,Security DevOps Engineer,130200,USD,130200,US,100,US,M,"AWS, Kubernetes",CEH,2022-08-07,44,Master's Degree,Medium,Declining,Experienced,Fast
220,2022,SE,FT,Security DevOps Engineer,106500,USD,106500,US,100,US,M,"AWS, Kubernetes",CISSP,2022-08-08,94,Experience-Based,Low,Growing,Mixed,Fast
221,2022,SE,FT,Security Specialist,146800,USD,146800,US,100,US,M,"Python, Security+",CISSP,2022-08-09,34,Certification Only,Medium,Stable,Experienced,Moderate
222,2022,SE,FT,Security Specialist,118200,USD,118200,US,100,US,M,"AWS, Kubernetes",None,2022-08-10,85,Master's Degree,Medium,Stable,Mixed,Slow
223,2022,SE,FT,Security Engineer,165200,USD,165200,US,100,US,M,"Azure, SOC",AWS Security,2022-08-11,88,Experience-Based,High,Stable,Entry-Level,Fast
224,2022,SE,FT,Security Engineer,133000,USD,133000,US,100,US,M,Network Security,CEH,2022-08-12,59,Experience-Based,High,Growing,Experienced,Fast
225,2022,SE,FT,Security Engineer,165200,USD,165200,US,100,US,M,"AWS, Kubernetes",AWS Security,2022-08-13,20,Experience-Based,High,Stable,Entry-Level,Fast
226,2022,SE,FT,Security Engineer,133000,USD,133000,US,100,US,M,"AWS, Kubernetes",AWS Security,2022-08-14,50,Bachelor's Degree,High,Stable,Mixed,Moderate
227,2022,SE,FT,Security Engineer,146800,USD,146800,US,100,US,M,"Python, Security+",AWS Security,2022-08-15,66,Certification Only,Medium,Declining,Entry-Level,Slow
228,2022,SE,FT,Security Engineer,118200,USD,118200,US,100,US,M,"Python, Security+",CISSP,2022-08-16,11,Experience-Based,Low,Growing,Mixed,Moderate
229,2022,SE,FT,Security Engineer,115700,USD,115700,US,100,US,M,"Azure, SOC",None,2022-08-17,84,Master's Degree,High,Declining,Mixed,Slow
230,2022,SE,FT,Security Engineer,94700,USD,94700,US,100,US,M,Network Security,CISSP,2022-08-18,49,Experience-Based,High,Growing,Mixed,Slow
231,2022,MI,FT,Security Analyst,60000,USD,60000,US,100,US,M,"Python, Security+",None,2022-08-19,63,Bachelor's Degree,High,Growing,Entry-Level,Fast
232,2022,MI,FT,Security Analyst,50000,USD,50000,US,100,US,M,"AWS, Kubernetes",CEH,2022-08-20,60,Certification Only,Low,Growing,Entry-Level,Fast
233,2022,SE,FT,Security Engineer,210000,USD,210000,CA,0,CA,M,Network Security,CEH,2022-08-21,52,Bachelor's Degree,High,Declining,Experienced,Fast
234,2022,SE,FT,Security Engineer,160000,USD,160000,CA,0,CA,M,Network Security,AWS Security,2022-08-22,31,Bachelor's Degree,Low,Declining,Experienced,Fast
235,2022,SE,FT,Security Analyst,144200,USD,144200,US,0,US,M,"AWS, Kubernetes",None,2022-08-23,57,Bachelor's Degree,Medium,Declining,Entry-Level,Fast
236,2022,SE,FT,Security Analyst,132870,USD,132870,US,0,US,M,"Python, Security+",None,2022-08-24,91,Master's Degree,Medium,Declining,Entry-Level,Slow
237,2022,SE,FT,Security Engineer,175000,USD,175000,US,0,US,M,"AWS, Kubernetes",None,2022-08-25,92,Certification Only,Medium,Stable,Entry-Level,Fast
238,2022,SE,FT,Security Engineer,120000,USD,120000,US,0,US,M,Network Security,AWS Security,2022-08-26,77,Certification Only,Low,Stable,Entry-Level,Fast
239,2022,SE,FT,Penetration Tester,180000,USD,180000,US,100,US,M,None,AWS Security,2022-08-27,39,Master's Degree,High,Stable,Mixed,Moderate
240,2022,SE,FT,Penetration Tester,80000,USD,80000,US,100,US,M,None,CEH,2022-08-28,55,Certification Only,High,Growing,Mixed,Moderate
241,2022,MI,FT,Security DevOps Engineer,91670,USD,91670,US,0,US,L,"Azure, SOC",CISSP,2022-08-29,88,Bachelor's Degree,High,Stable,Mixed,Slow
242,2022,MI,FT,Security DevOps Engineer,63500,USD,63500,US,0,US,L,"AWS, Kubernetes",None,2022-08-30,41,Certification Only,High,Growing,Entry-Level,Slow
243,2022,SE,FT,Information Security Manager,180000,USD,180000,US,0,US,M,"AWS, Kubernetes",None,2022-08-31,85,Master's Degree,High,Declining,Mixed,Moderate
244,2022,SE,FT,Information Security Manager,90000,USD,90000,US,0,US,M,"Azure, SOC",CISSP,2022-09-01,99,Bachelor's Degree,Low,Growing,Mixed,Moderate
245,2022,EN,FT,Penetration Tester,40000,EUR,43303,GR,0,GR,M,"Azure, SOC",None,2022-09-02,61,Master's Degree,Medium,Growing,Experienced,Fast
246,2022,EN,FT,Penetration Tester,25000,EUR,27064,GR,0,GR,M,"Azure, SOC",AWS Security,2022-09-03,12,Experience-Based,High,Stable,Experienced,Fast
247,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,Network Security,AWS Security,2022-09-04,83,Bachelor's Degree,Medium,Declining,Mixed,Slow
248,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,"AWS, Kubernetes",None,2022-09-05,99,Bachelor's Degree,Low,Declining,Mixed,Moderate
249,2022,SE,FT,Security Engineer,184800,USD,184800,US,100,US,M,Network Security,AWS Security,2022-09-06,98,Certification Only,Low,Stable,Mixed,Slow
250,2022,SE,FT,Security Engineer,148800,USD,148800,US,100,US,M,"Azure, SOC",AWS Security,2022-09-07,24,Bachelor's Degree,High,Declining,Entry-Level,Fast
251,2022,SE,FT,Penetration Tester,207500,USD,207500,CA,100,CA,M,"AWS, Kubernetes",None,2022-09-08,57,Master's Degree,Low,Declining,Experienced,Slow
252,2022,SE,FT,Penetration Tester,125000,USD,125000,CA,100,CA,M,Network Security,CEH,2022-09-09,16,Certification Only,Medium,Declining,Experienced,Slow
253,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,Network Security,CISSP,2022-09-10,53,Experience-Based,High,Stable,Experienced,Slow
254,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,"Azure, SOC",AWS Security,2022-09-11,21,Master's Degree,High,Declining,Mixed,Fast
255,2022,MI,FT,Security Engineer,145000,USD,145000,US,100,US,M,"AWS, Kubernetes",CEH,2022-09-12,68,Experience-Based,Medium,Growing,Entry-Level,Slow
256,2022,MI,FT,Security Engineer,118600,USD,118600,US,100,US,M,"Azure, SOC",AWS Security,2022-09-13,46,Experience-Based,High,Growing,Experienced,Fast
257,2022,MI,FT,DevSecOps Engineer,152000,USD,152000,US,0,US,M,"AWS, Kubernetes",AWS Security,2022-09-14,98,Experience-Based,High,Declining,Experienced,Moderate
258,2022,MI,FT,DevSecOps Engineer,91000,USD,91000,US,0,US,M,None,CISSP,2022-09-15,33,Bachelor's Degree,Medium,Stable,Entry-Level,Slow
259,2022,SE,FT,Security Engineer,210000,USD,210000,CA,0,CA,M,"Python, Security+",AWS Security,2022-09-16,23,Master's Degree,High,Stable,Mixed,Slow
260,2022,SE,FT,Security Engineer,160000,USD,160000,CA,0,CA,M,"Python, Security+",CISSP,2022-09-17,15,Master's Degree,High,Stable,Mixed,Fast
261,2022,SE,FT,DevSecOps Engineer,157000,USD,157000,US,0,US,M,"Python, Security+",CISSP,2022-09-18,54,Bachelor's Degree,Medium,Declining,Experienced,Slow
262,2022,SE,FT,DevSecOps Engineer,108000,USD,108000,US,0,US,M,"Azure, SOC",CISSP,2022-09-19,75,Certification Only,Low,Declining,Experienced,Fast
263,2022,SE,FT,Security Consultant,175000,USD,175000,US,100,US,M,None,CEH,2022-09-20,62,Experience-Based,Medium,Growing,Entry-Level,Slow
264,2022,SE,FT,Security Consultant,90000,USD,90000,US,100,US,M,"AWS, Kubernetes",None,2022-09-21,38,Master's Degree,High,Stable,Experienced,Moderate
265,2022,MI,FT,Security Consultant,80000,GBP,102646,GB,100,GB,M,Network Security,CEH,2022-09-22,24,Bachelor's Degree,Medium,Growing,Entry-Level,Moderate
266,2022,MI,FT,Security Consultant,65000,GBP,83400,GB,100,GB,M,"AWS, Kubernetes",None,2022-09-23,54,Experience-Based,High,Growing,Experienced,Moderate
267,2022,SE,FT,Security Engineer,220000,USD,220000,US,100,US,M,Network Security,None,2022-09-24,92,Certification Only,High,Stable,Experienced,Slow
268,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,"AWS, Kubernetes",CISSP,2022-09-25,14,Certification Only,Medium,Declining,Experienced,Slow
269,2022,SE,FT,Security Engineer,184800,USD,184800,US,100,US,M,None,AWS Security,2022-09-26,36,Experience-Based,High,Declining,Mixed,Moderate
270,2022,SE,FT,Security Engineer,148800,USD,148800,US,100,US,M,Network Security,CISSP,2022-09-27,56,Certification Only,Low,Growing,Entry-Level,Moderate
271,2022,SE,FT,Security Engineer,145000,USD,145000,US,100,US,M,"Azure, SOC",AWS Security,2022-09-28,19,Master's Degree,High,Growing,Entry-Level,Fast
272,2022,SE,FT,Security Engineer,118600,USD,118600,US,100,US,M,"AWS, Kubernetes",None,2022-09-29,88,Master's Degree,Medium,Growing,Mixed,Fast
273,2022,SE,FT,Security Engineer,165400,USD,165400,US,0,US,M,"AWS, Kubernetes",CISSP,2022-09-30,7,Master's Degree,Low,Growing,Mixed,Moderate
274,2022,SE,FT,Security Engineer,132320,USD,132320,US,0,US,M,Network Security,AWS Security,2022-10-01,41,Certification Only,Low,Stable,Mixed,Moderate
275,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,"Azure, SOC",CEH,2022-10-02,44,Master's Degree,High,Growing,Entry-Level,Slow
276,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,"Azure, SOC",AWS Security,2022-10-03,76,Bachelor's Degree,Medium,Growing,Experienced,Moderate
277,2022,SE,FT,Security Engineer,160000,USD,160000,US,100,US,M,None,CISSP,2022-10-04,44,Master's Degree,High,Declining,Mixed,Fast
278,2022,SE,FT,Security Engineer,130000,USD,130000,US,100,US,M,"Azure, SOC",CEH,2022-10-05,60,Master's Degree,High,Declining,Mixed,Fast
279,2022,MI,FT,Vulnerability Analyst,115000,USD,115000,US,100,US,M,"Azure, SOC",AWS Security,2022-10-06,27,Certification Only,Medium,Declining,Mixed,Fast
280,2022,MI,FT,Vulnerability Analyst,100000,USD,100000,US,100,US,M,"Azure, SOC",AWS Security,2022-10-07,15,Master's Degree,Medium,Stable,Experienced,Fast
281,2022,SE,FT,Security Engineer,131500,USD,131500,US,100,US,M,"Python, Security+",AWS Security,2022-10-08,68,Experience-Based,High,Stable,Experienced,Fast
282,2022,SE,FT,Security Engineer,111775,USD,111775,US,100,US,M,None,AWS Security,2022-10-09,12,Bachelor's Degree,Low,Declining,Mixed,Fast
283,2022,SE,FT,Security Engineer,221500,USD,221500,US,100,US,M,"AWS, Kubernetes",AWS Security,2022-10-10,97,Certification Only,High,Declining,Experienced,Moderate
284,2022,SE,FT,Security Engineer,104400,USD,104400,US,100,US,M,Network Security,CEH,2022-10-11,98,Bachelor's Degree,Low,Growing,Mixed,Fast
285,2022,SE,FT,Security Engineer,210000,USD,210000,US,0,US,M,"AWS, Kubernetes",None,2022-10-12,60,Experience-Based,High,Growing,Experienced,Fast
286,2022,SE,FT,Security Engineer,160000,USD,160000,US,0,US,M,None,CEH,2022-10-13,64,Certification Only,Medium,Stable,Entry-Level,Fast
287,2022,MI,FT,Security Engineer,140000,USD,140000,US,100,US,S,Network Security,CEH,2022-10-14,14,Certification Only,Low,Stable,Entry-Level,Fast
288,2022,MI,FT,Security Engineer,90000,USD,90000,US,100,US,S,None,CEH,2022-10-15,43,Master's Degree,Medium,Growing,Experienced,Moderate
289,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,"Azure, SOC",None,2022-10-16,32,Bachelor's Degree,Medium,Declining,Entry-Level,Slow
290,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,Network Security,CISSP,2022-10-17,53,Experience-Based,Medium,Growing,Entry-Level,Slow
291,2022,MI,FT,Security Analyst,60000,USD,60000,US,100,US,M,"Azure, SOC",None,2022-10-18,40,Experience-Based,Medium,Stable,Entry-Level,Slow
292,2022,MI,FT,Security Analyst,50000,USD,50000,US,100,US,M,"AWS, Kubernetes",CEH,2022-10-19,17,Certification Only,Medium,Stable,Mixed,Slow
293,2022,SE,FT,Information Security Officer,267840,USD,267840,US,100,US,M,"AWS, Kubernetes",AWS Security,2022-10-20,40,Master's Degree,High,Growing,Experienced,Fast
294,2022,SE,FT,Information Security Officer,214056,USD,214056,US,100,US,M,Network Security,AWS Security,2022-10-21,30,Certification Only,Low,Growing,Experienced,Slow
295,2022,SE,FT,Security Engineer,201000,USD,201000,US,100,US,M,Network Security,CEH,2022-10-22,90,Certification Only,High,Growing,Experienced,Slow
296,2022,SE,FT,Security Engineer,160080,USD,160080,US,100,US,M,None,AWS Security,2022-10-23,8,Certification Only,High,Stable,Entry-Level,Moderate
297,2022,MI,FT,Security Engineer,172000,USD,172000,US,0,US,M,None,CEH,2022-10-24,99,Certification Only,High,Declining,Mixed,Moderate
298,2022,MI,FT,Security Engineer,87000,USD,87000,US,0,US,M,"Azure, SOC",AWS Security,2022-10-25,86,Experience-Based,Medium,Growing,Experienced,Moderate
299,2022,MI,FT,Security Engineer,141300,USD,141300,US,0,US,M,Network Security,None,2022-10-26,68,Experience-Based,High,Stable,Entry-Level,Fast
300,2022,MI,FT,Security Engineer,102100,USD,102100,US,0,US,M,"AWS, Kubernetes",CISSP,2022-10-27,42,Certification Only,Low,Stable,Mixed,Fast
301,2022,MI,FT,Security Engineer,141300,USD,141300,US,0,US,M,None,CISSP,2022-10-28,92,Certification Only,High,Stable,Mixed,Fast
302,2022,MI,FT,Security Engineer,88100,USD,88100,US,0,US,M,None,None,2022-10-29,91,Master's Degree,Medium,Growing,Experienced,Moderate
